month,credit_amount,credit_term,age,sex,education,product_type,having_children_flg,region,income,family_status,phone_operator,is_client,ID,target
8,7500,6,60,male,Secondary special education,Household appliances,0,2,13000,Married,0,0,1000,0
3,23000,10,31,female,Secondary special education,Household appliances,0,2,29000,Another,2,0,281,0
2,21000,12,31,male,Higher education,Cell phones,0,2,16000,Another,0,1,268,0
2,9000,5,76,male,Secondary special education,Household appliances,0,2,19000,Another,0,1,152,0
11,18500,12,33,male,Secondary special education,Household appliances,1,2,16000,Another,0,1,1451,0
5,11500,12,62,male,Secondary special education,Jewelry,1,2,13000,Another,2,1,586,0
1,17500,12,23,male,Incomplete higher education,Cell phones,0,2,16000,Another,0,1,36,0
8,201000,24,26,female,Secondary special education,Windows & Doors,0,2,41000,Another,4,1,960,0
3,51000,12,29,female,Higher education,Household appliances,0,2,41000,Another,2,0,354,0
8,45000,10,48,male,Higher education,Medical services,1,0,51000,Another,2,0,986,0
11,46500,12,27,male,Higher education,Cosmetics and beauty services,0,0,41000,Married,1,1,1438,0
4,22000,12,48,female,Secondary special education,Cell phones,1,1,46000,Unmarried,3,0,594,0
7,127000,15,50,female,Higher education,Tourism,1,2,66000,Another,1,1,893,0
6,18000,12,23,female,Higher education,Furniture,0,0,41000,Married,0,1,724,0
11,5000,4,32,male,Secondary education,Cell phones,1,2,19000,Another,1,1,1484,0
9,22000,12,41,female,Secondary education,Household appliances,1,2,21000,Another,1,1,1162,0
9,14500,12,51,male,Secondary special education,Windows & Doors,1,2,19000,Another,1,1,1113,0
3,22500,24,38,male,Higher education,Furniture,0,2,20000,Another,0,1,372,0
7,29500,6,24,female,Higher education,Cell phones,0,2,26000,Another,0,1,919,0
6,123500,24,26,male,Secondary special education,Auto,0,2,26000,Married,0,0,705,0
10,124000,15,56,male,Higher education,Furniture,0,2,51000,Another,0,1,1252,0
11,18000,10,33,female,Secondary special education,Furniture,1,2,36000,Married,1,1,1565,0
6,90000,18,46,female,Secondary special education,Household appliances,1,2,131000,Another,0,1,761,1
3,15000,12,20,male,Secondary special education,Computers,0,2,13000,Another,0,1,361,0
9,41000,10,33,female,Higher education,Furniture,1,1,46000,Another,1,0,1160,0
10,34500,24,32,female,Higher education,Cosmetics and beauty services,1,2,51000,Another,1,1,1345,0
10,53000,12,55,female,Secondary education,Construction Materials,1,2,21000,Another,1,1,1274,0
12,73500,10,52,male,Secondary education,Household appliances,0,0,46000,Another,2,0,1576,0
5,14500,6,45,female,Secondary education,Household appliances,0,2,26000,Another,2,1,557,0
10,28500,12,61,male,Secondary special education,Clothing,1,2,16000,Another,2,0,1324,0
9,116000,24,36,male,Higher education,Cosmetics and beauty services,0,0,49000,Another,0,1,1218,0
3,19000,10,29,male,Higher education,Clothing,1,1,31000,Another,3,0,286,0
3,11500,12,39,female,Secondary special education,Computers,0,2,21000,Unmarried,1,1,297,0
10,301000,36,32,male,Higher education,Construction Materials,0,2,121000,Another,1,1,1335,0
5,9500,6,20,male,Secondary special education,Cell phones,0,1,21000,Another,1,1,544,0
5,16500,12,30,female,Secondary special education,Computers,0,2,26000,Another,0,1,660,0
4,93000,24,31,male,Higher education,Household appliances,0,2,36000,Another,2,0,460,0
2,21500,6,52,male,Secondary special education,Cell phones,1,2,10000,Another,1,0,208,0
4,24000,10,24,female,Secondary special education,Computers,0,2,26000,Another,2,1,483,0
2,7000,12,53,male,Secondary education,Computers,0,2,18000,Another,0,0,201,0
4,26500,10,25,female,Secondary special education,Cell phones,0,2,26000,Another,1,1,583,0
11,30500,12,22,female,Incomplete higher education,Cell phones,0,0,46000,Married,2,1,1465,0
10,6500,6,20,female,Secondary special education,Cell phones,0,2,16000,Another,0,1,1331,0
8,5000,3,47,female,Secondary special education,Household appliances,0,2,51000,Another,2,0,1044,0
3,15000,15,45,male,Higher education,Medical services,1,2,31000,Married,2,0,413,1
12,23500,10,53,male,Higher education,Household appliances,1,2,21000,Another,1,1,1655,0
12,8000,12,32,female,Secondary special education,Cell phones,0,0,31000,Another,0,1,1568,0
11,9500,12,23,male,Secondary education,Cell phones,0,2,20000,Married,0,1,1473,0
3,109000,24,43,female,Secondary special education,Household appliances,0,2,36000,Another,1,1,395,0
2,12500,18,32,female,Secondary education,Cell phones,1,2,11000,Married,1,0,173,0
3,95500,36,45,male,Secondary special education,Clothing,1,2,26000,Married,3,1,405,0
9,33500,12,24,female,Secondary education,Cell phones,0,0,51000,Another,0,1,1116,0
10,14000,4,40,female,Incomplete secondary education,Audio & Video,1,2,16000,Married,1,0,1378,0
10,26500,6,58,male,Secondary special education,Clothing,0,2,19000,Another,2,1,1379,0
3,13000,8,21,female,Secondary special education,Cell phones,0,1,31000,Another,0,0,383,0
2,52500,15,64,male,Higher education,Clothing,0,0,43000,Another,3,1,198,0
4,85000,18,66,male,Secondary special education,Furniture,1,2,19000,Another,2,1,433,0
6,36500,6,54,male,Secondary special education,Windows & Doors,1,2,26000,Another,1,0,689,0
6,49000,12,59,female,Higher education,Furniture,1,2,31000,Another,1,1,769,1
11,25000,24,37,female,Higher education,Furniture,1,2,41000,Another,1,1,1395,0
11,144500,15,31,male,Higher education,Furniture,0,0,51000,Another,1,1,1413,0
12,16500,12,25,female,Higher education,Household appliances,0,2,36000,Another,0,0,1685,0
11,28000,10,38,male,Higher education,Furniture,1,2,22000,Unmarried,1,1,1528,0
12,37500,12,45,male,Secondary special education,Cell phones,1,2,19000,Another,1,1,1686,0
11,9000,6,23,female,Higher education,Cell phones,0,2,26000,Married,1,0,1551,0
12,191000,12,39,male,Secondary special education,Clothing,1,2,61000,Another,1,1,1674,0
11,72500,8,37,male,Higher education,Household appliances,0,1,86000,Married,2,0,1527,0
1,23500,11,54,male,Higher education,Fitness,0,2,31000,Another,1,1,44,0
7,37000,12,34,male,Higher education,Fishing and hunting supplies,1,2,31000,Another,0,0,894,0
11,26000,12,30,female,Secondary education,Household appliances,0,0,41000,Another,1,0,1448,0
12,53000,24,58,male,Higher education,Cosmetics and beauty services,0,2,16000,Another,2,1,1707,0
1,17500,12,20,male,Secondary special education,Cell phones,0,2,16000,Another,0,1,96,0
7,15000,6,29,female,Incomplete higher education,Computers,0,1,36000,Another,2,1,838,0
5,13000,20,52,male,Secondary education,Medical services,1,2,21000,Another,0,1,614,0
1,51000,6,56,male,Secondary special education,Household appliances,0,2,21000,Another,1,1,19,0
1,5000,10,39,female,Secondary special education,Household appliances,1,2,31000,Married,1,0,77,0
7,15000,6,25,male,Higher education,Tourism,0,0,66000,Married,3,0,864,0
2,14500,4,29,male,Secondary special education,Computers,1,2,9000,Married,1,0,142,0
12,28500,6,35,female,Higher education,Cell phones,0,2,61000,Married,1,1,1662,0
9,66500,24,38,male,Higher education,Household appliances,1,2,121000,Another,1,0,1122,0
3,18000,6,34,male,Secondary special education,Furniture,1,2,21000,Another,0,0,410,0
5,23000,12,30,female,Secondary special education,Computers,0,2,34000,Another,1,1,540,0
6,32500,18,53,female,Secondary special education,Cell phones,1,2,38000,Another,0,0,737,1
12,5500,12,21,male,Incomplete higher education,Cell phones,0,2,15000,Another,1,1,1721,0
2,21000,8,49,male,Higher education,Household appliances,0,2,41000,Another,3,1,197,0
1,11000,6,19,male,Secondary special education,Household appliances,0,2,21000,Another,0,1,105,0
6,23000,12,20,male,Secondary special education,Cell phones,0,2,26000,Another,1,1,738,0
1,11500,4,37,female,Secondary education,Household appliances,1,2,20000,Another,2,1,82,0
2,10000,12,24,male,Higher education,Cell phones,0,2,24000,Another,1,0,156,0
4,22500,10,35,male,Secondary special education,Cell phones,0,2,16000,Another,2,1,531,0
5,68500,24,52,male,Higher education,Cosmetics and beauty services,0,0,31000,Another,0,1,553,0
10,28500,24,31,female,Secondary special education,Household appliances,1,2,31000,Another,3,0,1233,0
4,19000,12,27,female,Secondary special education,Cell phones,0,0,31000,Married,0,0,493,0
9,44500,24,56,male,Higher education,Medical services,0,0,26000,Married,2,0,1151,0
11,53500,12,30,female,Secondary special education,Household appliances,0,2,36000,Unmarried,1,0,1514,0
9,11500,6,51,male,Higher education,Computers,0,2,36000,Another,0,1,1158,0
2,37000,10,33,male,Higher education,Clothing,1,0,101000,Another,1,0,219,0
12,30000,12,30,male,Secondary special education,Computers,1,2,21000,Another,4,1,1603,0
1,79000,15,23,male,Secondary special education,Tourism,0,2,46000,Married,2,1,109,0
3,30000,12,21,female,Secondary special education,Household appliances,0,2,21000,Another,0,1,389,0
4,12500,10,52,female,Secondary special education,Cell phones,1,0,21000,Another,0,0,511,0
2,32500,6,47,male,Higher education,Windows & Doors,1,0,51000,Another,3,1,160,0
8,9500,10,31,male,Secondary special education,Household appliances,1,2,16000,Another,0,0,1049,0
4,24000,18,22,male,Higher education,Cell phones,0,2,18000,Another,1,0,495,0
10,15000,4,25,male,Secondary special education,Auto,0,2,26000,Another,2,0,1343,0
9,6000,4,25,female,Secondary special education,Jewelry,0,2,21000,Another,3,1,1137,1
7,9000,12,43,male,Higher education,Cell phones,1,2,41000,Another,1,0,890,0
12,56500,6,76,male,Higher education,Furniture,1,2,15000,Another,1,1,1688,0
5,42000,6,71,male,Secondary education,Windows & Doors,0,2,16000,Another,1,1,624,0
10,34000,12,54,male,Secondary special education,Household appliances,0,2,11000,Another,1,1,1243,0
8,38500,24,32,female,Secondary special education,Cosmetics and beauty services,0,2,31000,Married,0,1,1027,0
2,190500,6,31,female,Secondary special education,Boats,0,2,171000,Another,1,0,193,0
2,199000,36,52,male,Higher education,Cosmetics and beauty services,0,2,61000,Another,1,1,232,0
5,14500,12,52,male,Secondary special education,Household appliances,0,2,31000,Another,2,0,630,0
1,11000,3,24,male,Secondary special education,Computers,0,2,26000,Another,2,1,48,0
3,21000,6,31,male,Higher education,Household appliances,1,0,31000,Another,3,1,392,0
7,54500,18,46,female,Higher education,Computers,1,0,66000,Another,1,0,882,0
5,11500,10,34,male,Higher education,Household appliances,0,2,16000,Unmarried,1,0,602,0
12,33500,18,24,female,Higher education,Household appliances,0,2,36000,Another,1,1,1696,0
10,14000,3,61,male,Higher education,Furniture,0,2,26000,Married,2,1,1371,0
12,34500,10,30,female,Higher education,Computers,0,1,39000,Another,1,0,1592,0
2,16000,6,21,female,Secondary special education,Cell phones,0,2,21000,Married,1,0,140,0
5,34000,12,29,female,Secondary education,Cell phones,0,2,31000,Married,2,1,573,1
10,13000,6,27,female,Secondary special education,Household appliances,0,2,26000,Married,1,0,1285,0
10,18000,18,34,female,Secondary special education,Household appliances,1,2,21000,Another,1,0,1270,0
10,30500,10,26,female,Higher education,Cell phones,0,2,31000,Married,2,1,1364,0
9,41500,15,26,male,Secondary education,Windows & Doors,1,2,16000,Another,3,1,1171,0
12,17500,12,46,male,Higher education,Computers,1,2,51000,Another,1,0,1649,0
7,25000,4,22,female,Higher education,Medical services,1,2,31000,Another,0,0,839,0
2,33500,12,26,male,Higher education,Household appliances,0,2,41000,Married,0,0,252,0
12,80000,36,44,female,Secondary special education,Household appliances,1,2,54000,Another,0,1,1689,0
10,22000,6,33,female,Higher education,Computers,1,0,101000,Another,1,1,1262,0
3,26500,12,21,male,Secondary special education,Cell phones,0,2,21000,Married,0,0,342,0
7,11000,12,26,male,Higher education,Cell phones,1,2,37000,Married,0,1,943,0
10,63000,24,28,male,Secondary special education,Clothing,0,2,26000,Married,3,0,1354,0
5,101000,18,27,female,Secondary special education,Furniture,0,2,48000,Another,3,1,627,0
1,8000,6,27,male,Secondary education,Cell phones,0,1,21000,Married,0,1,126,0
10,8500,6,36,male,Secondary special education,Cell phones,1,2,26000,Another,1,1,1346,0
1,26500,14,23,male,Higher education,Household appliances,0,2,29000,Another,1,0,136,1
10,46000,24,53,male,Secondary special education,Construction Materials,1,2,21000,Married,2,1,1306,1
7,12000,6,31,male,Secondary special education,Household appliances,1,2,31000,Another,3,0,846,0
2,11000,6,29,female,Secondary special education,Computers,0,2,24000,Another,1,1,162,0
7,31500,18,29,male,Secondary special education,Household appliances,1,2,19000,Another,2,0,848,0
12,53000,10,47,male,Secondary education,Household appliances,0,2,16000,Another,2,1,1646,0
11,18000,10,33,male,Secondary education,Computers,1,2,16000,Another,2,0,1521,0
7,8500,7,22,female,Higher education,Household appliances,0,2,18000,Another,0,1,809,0
11,6500,6,36,female,Secondary special education,Cell phones,0,2,21000,Another,1,0,1399,1
11,36500,10,46,male,Higher education,Household appliances,0,2,61000,Married,3,1,1429,0
9,18000,6,49,female,Higher education,Cell phones,1,0,56000,Married,2,1,1180,1
7,41500,3,43,male,Higher education,Clothing,1,2,44000,Another,1,0,818,0
12,8000,5,50,female,Secondary special education,Cell phones,1,0,18000,Another,1,1,1692,0
1,6500,3,66,male,Secondary special education,Household appliances,1,2,19000,Another,2,1,60,0
1,29000,12,23,female,Secondary special education,Household appliances,0,2,31000,Another,2,0,3,0
8,33000,6,26,male,Secondary special education,Cell phones,0,2,31000,Another,4,1,1059,0
5,32000,12,29,female,Secondary education,Cell phones,0,2,25000,Married,2,1,561,1
2,22500,12,33,male,Secondary special education,Cell phones,1,2,7000,Another,1,1,179,0
7,29500,3,40,male,Higher education,Furniture,0,0,74000,Married,2,0,860,0
1,34500,15,39,male,Higher education,Household appliances,1,2,46000,Married,0,0,83,0
12,78500,24,38,male,Secondary special education,Computers,1,2,81000,Another,2,0,1633,0
3,20500,6,30,female,Secondary special education,Household appliances,0,2,41000,Another,2,0,321,0
12,21000,10,25,male,Higher education,Cell phones,0,2,26000,Another,1,0,1700,0
11,10500,12,23,male,Secondary special education,Household appliances,1,2,18000,Another,4,1,1517,0
12,5500,6,23,female,Secondary education,Jewelry,0,2,26000,Another,0,0,1702,0
6,78000,12,37,female,Higher education,Computers,0,0,71000,Another,0,1,720,0
6,44000,12,23,female,Secondary special education,Computers,0,2,23000,Another,0,0,696,0
7,19500,10,19,male,Secondary special education,Cell phones,0,2,20000,Another,3,0,920,0
7,11000,3,58,male,Secondary special education,Furniture,0,2,26000,Married,1,1,865,0
11,66500,10,28,female,Higher education,Household appliances,0,0,43000,Another,2,1,1428,0
7,19500,12,62,male,Secondary special education,Construction Materials,1,2,11000,Another,2,1,917,0
2,14500,4,62,male,Secondary special education,Windows & Doors,1,2,16000,Another,0,1,218,0
11,10500,12,33,female,Secondary special education,Auto,1,2,21000,Another,1,0,1444,1
3,20000,6,31,male,Secondary special education,Household appliances,0,2,26000,Another,0,0,330,0
7,41000,10,23,male,Incomplete higher education,Household appliances,1,2,21000,Married,1,0,843,0
3,22500,6,33,male,Higher education,Training,1,2,31000,Married,1,0,350,0
11,52000,18,33,male,Higher education,Household appliances,1,0,51000,Another,0,0,1509,0
5,45000,15,28,female,Higher education,Fitness,0,0,91000,Another,3,0,637,0
3,34000,12,31,female,Secondary special education,Household appliances,0,1,31000,Unmarried,1,1,317,0
5,13000,7,29,male,Secondary special education,Household appliances,0,2,16000,Another,2,1,539,0
11,99000,24,44,male,Higher education,Furniture,0,2,71000,Married,3,0,1494,0
4,58500,24,54,male,Secondary special education,Computers,0,2,26000,Another,1,0,568,0
2,11000,6,40,male,Higher education,Furniture,1,2,26000,Another,1,1,148,0
2,87000,10,40,male,Secondary special education,Furniture,1,2,26000,Another,3,1,239,0
8,11000,12,22,female,Incomplete higher education,Cell phones,0,2,29000,Another,2,1,1010,0
6,22500,6,24,female,Higher education,Household appliances,0,2,21000,Married,2,1,719,0
6,10500,6,54,male,Higher education,Auto,0,2,33000,Married,1,1,690,0
5,8000,12,34,female,Secondary special education,Cell phones,1,2,21000,Another,1,0,562,0
9,15500,6,35,female,Secondary special education,Cell phones,1,2,31000,Married,0,1,1092,1
8,44500,12,28,male,Higher education,Clothing,0,0,81000,Another,3,0,994,0
9,36000,12,33,female,Secondary special education,Household appliances,0,2,51000,Another,0,0,1133,0
4,23500,10,22,female,Secondary special education,Household appliances,0,2,31000,Another,1,1,512,0
1,8000,3,53,male,Higher education,Computers,0,2,19000,Another,3,1,115,0
2,22000,12,49,female,Secondary special education,Computers,1,2,41000,Another,0,1,274,0
12,8000,10,64,male,Higher education,Cell phones,0,2,21000,Another,0,0,1632,0
10,21000,6,25,male,Higher education,Computers,0,2,46000,Another,0,0,1277,0
8,72000,24,42,female,Secondary special education,Household appliances,0,0,71000,Unmarried,2,1,1056,1
5,12000,10,32,male,Higher education,Cell phones,1,2,18000,Married,1,1,676,1
3,18500,6,27,female,Incomplete higher education,Clothing,1,2,81000,Another,2,0,326,0
1,36000,10,35,male,Higher education,Furniture,1,2,31000,Married,1,0,117,0
12,47500,24,33,female,Secondary special education,Household appliances,0,2,36000,Another,0,0,1579,0
7,12000,6,60,male,Higher education,Furniture,0,2,26000,Another,0,1,872,0
6,14500,12,22,male,Secondary special education,Cell phones,1,2,21000,Another,0,1,787,1
6,30500,6,40,female,Higher education,Household appliances,1,2,51000,Another,0,0,798,0
9,53500,24,35,female,Higher education,Household appliances,1,2,71000,Another,1,0,1098,0
1,28500,12,23,male,Secondary special education,Household appliances,1,2,18000,Married,1,1,46,0
12,80000,12,31,male,Higher education,Household appliances,1,2,66000,Married,3,0,1631,0
9,31500,8,31,female,Higher education,Cell phones,0,0,53000,Married,1,1,1090,1
12,116000,24,34,male,Higher education,Clothing,1,2,41000,Another,2,0,1723,0
10,12000,10,22,female,Secondary special education,Auto,0,2,19000,Another,1,0,1314,0
3,26000,8,31,female,Secondary special education,Computers,0,2,36000,Another,0,0,355,0
9,39000,3,60,male,Secondary special education,Windows & Doors,0,0,15000,Another,2,0,1150,0
9,12500,5,22,female,Secondary special education,Household appliances,0,2,31000,Another,3,1,1197,0
3,21000,6,29,female,Higher education,Furniture,0,1,31000,Another,1,0,400,0
4,49000,18,27,female,Higher education,Fitness,0,0,151000,Another,1,0,482,0
8,13500,6,68,female,Secondary education,Furniture,1,2,14000,Another,1,1,1029,0
7,14500,10,26,male,Higher education,Jewelry,0,2,26000,Another,1,1,926,0
9,27500,12,38,male,Secondary special education,Computers,1,2,19000,Another,2,0,1212,0
3,51000,24,31,female,Higher education,Construction Materials,1,2,31000,Another,0,0,449,0
7,23500,8,24,female,Secondary special education,Sporting goods,0,2,36000,Married,2,0,918,0
3,22000,6,40,female,Secondary special education,Cell phones,1,2,20000,Another,1,1,300,0
12,10500,10,21,female,Secondary special education,Cell phones,0,2,21000,Another,2,0,1683,0
11,15000,8,23,male,Secondary special education,Cell phones,0,2,31000,Another,2,1,1431,0
2,22000,12,50,female,Secondary special education,Medical services,1,1,37000,Another,2,1,267,0
8,8500,4,30,female,Higher education,Household appliances,1,2,31000,Another,0,0,996,0
5,20500,4,34,male,Secondary special education,Household appliances,1,2,24000,Another,1,1,590,0
7,13000,4,26,male,Higher education,Cell phones,1,2,26000,Married,1,0,830,0
1,7000,6,37,male,Secondary special education,Household appliances,1,2,16000,Another,0,0,64,0
5,27000,12,22,male,Incomplete higher education,Household appliances,0,2,26000,Another,1,1,600,0
4,22500,6,55,female,Secondary special education,Computers,1,2,71000,Married,1,0,457,0
6,9500,10,24,female,Higher education,Cell phones,0,2,51000,Unmarried,0,0,707,1
12,93000,3,31,male,Higher education,Clothing,1,2,151000,Another,3,1,1701,0
3,5500,4,33,female,Higher education,Cell phones,1,2,26000,Another,1,0,343,0
8,15000,12,49,female,Higher education,Furniture,0,2,36000,Another,0,1,984,0
10,38000,6,31,male,Higher education,Clothing,1,2,26000,Married,1,1,1230,0
12,66500,18,35,female,Higher education,Furniture,1,2,26000,Another,2,1,1591,0
10,8000,6,31,female,Secondary special education,Computers,1,2,26000,Another,3,0,1265,0
11,7000,6,26,female,Secondary special education,Cell phones,0,2,27000,Another,2,1,1501,0
5,27500,36,39,male,Secondary special education,Household appliances,0,2,31000,Another,3,1,653,0
11,36000,8,22,male,Secondary special education,Cell phones,0,0,51000,Married,0,1,1406,0
10,9000,6,35,male,Secondary special education,Clothing,1,2,16000,Another,1,1,1295,0
4,63500,15,23,male,Secondary special education,Tourism,0,0,34000,Another,0,0,543,0
8,19000,12,22,female,Incomplete higher education,Cell phones,0,1,30000,Another,1,1,1018,0
3,24500,12,37,female,Higher education,Household appliances,1,2,61000,Another,2,0,306,0
11,14000,12,31,male,Secondary special education,Clothing,1,2,16000,Another,1,1,1489,0
11,30000,10,42,female,Higher education,Household appliances,0,2,51000,Another,0,1,1474,0
8,44000,12,37,male,Higher education,Cosmetics and beauty services,0,0,26000,Another,1,1,1011,0
8,15000,12,22,female,Higher education,Audio & Video,0,2,41000,Another,2,0,1013,0
9,9500,6,31,female,Secondary special education,Cell phones,1,2,18000,Another,0,1,1219,0
8,12000,6,25,female,Secondary special education,Cell phones,0,2,13000,Another,0,1,978,0
1,18000,6,27,male,Higher education,Cell phones,0,2,46000,Another,0,0,42,0
11,10500,4,53,male,Secondary special education,Clothing,1,2,11000,Another,1,0,1449,0
3,31500,12,29,female,Secondary special education,Computers,1,2,31000,Another,0,0,407,0
8,118500,11,37,female,Incomplete secondary education,Furniture,1,1,111000,Another,1,1,1089,0
9,12000,8,52,male,Secondary special education,Household appliances,0,2,26000,Another,3,0,1127,0
7,21000,3,38,male,Secondary special education,Household appliances,1,2,101000,Married,0,0,829,0
2,25000,6,45,male,Secondary special education,Household appliances,1,0,36000,Another,1,0,186,0
7,6500,12,34,female,Secondary special education,Household appliances,0,2,16000,Married,0,1,877,0
7,32000,18,57,female,Higher education,Household appliances,1,0,35000,Married,3,1,923,0
3,59000,24,40,female,Higher education,Computers,1,2,81000,Unmarried,3,0,411,0
10,12500,12,51,female,Secondary special education,Windows & Doors,0,2,16000,Another,1,0,1327,0
8,44000,12,54,male,Higher education,Cosmetics and beauty services,0,2,36000,Another,1,1,1009,0
10,66000,10,32,male,Higher education,Clothing,1,2,61000,Married,2,0,1272,0
12,35000,30,43,female,Secondary special education,Furniture,1,2,52000,Another,3,1,1556,1
5,65500,15,30,male,Higher education,Windows & Doors,1,2,31000,Another,0,1,619,0
4,25000,12,64,female,Secondary special education,Household appliances,1,2,21000,Another,0,1,538,0
4,12000,12,40,female,Secondary education,Computers,1,2,13000,Another,1,1,506,0
5,34000,12,25,female,Incomplete higher education,Cell phones,0,0,40000,Married,0,1,599,0
1,13000,12,28,male,Higher education,Household appliances,1,2,19000,Unmarried,1,1,54,0
8,7000,6,37,male,Secondary special education,Computers,1,2,25000,Married,2,0,1031,0
11,19500,12,33,male,Secondary special education,Household appliances,0,2,26000,Another,3,0,1510,0
12,11000,6,44,female,Secondary special education,Auto,1,2,45000,Another,2,0,1642,0
8,31000,12,26,female,Secondary special education,Household appliances,0,2,31000,Another,0,1,973,1
8,30000,12,21,female,Secondary special education,Cell phones,0,2,41000,Unmarried,0,1,968,0
3,69000,24,42,male,Secondary special education,Household appliances,1,2,36000,Another,0,0,358,0
11,58500,34,53,male,Higher education,Cosmetics and beauty services,0,2,29000,Another,4,1,1559,0
11,14000,12,20,male,Incomplete higher education,Computers,0,2,21000,Married,0,1,1422,0
2,22000,10,24,female,Secondary special education,Cell phones,0,2,24000,Another,1,0,158,0
5,9000,8,29,female,Secondary special education,Cell phones,0,1,21000,Another,1,1,617,0
5,7000,4,44,female,Secondary education,Construction Materials,1,2,21000,Another,0,0,564,0
11,67000,36,36,male,Higher education,Cosmetics and beauty services,1,2,21000,Another,0,0,1417,0
6,17500,4,20,male,Secondary special education,Cell phones,0,2,21000,Married,3,1,773,0
12,6500,5,33,female,Secondary special education,Household appliances,1,2,19000,Another,2,0,1681,0
2,7500,6,32,male,Secondary education,Windows & Doors,1,2,13000,Another,0,1,194,0
5,16000,10,28,male,Secondary special education,Cell phones,0,2,29000,Another,0,1,628,0
2,35500,10,57,female,Secondary special education,Furniture,1,2,21000,Unmarried,1,1,270,0
2,29500,18,27,female,Higher education,Household appliances,0,2,16000,Another,1,1,240,0
6,41000,12,25,male,Secondary special education,Clothing,1,2,31000,Another,1,0,779,0
11,37500,5,37,male,Higher education,Training,1,0,71000,Another,1,0,1479,0
12,16000,12,23,female,Secondary education,Computers,0,2,21000,Another,2,1,1636,1
9,34500,12,31,female,Higher education,Computers,1,2,11000,Another,1,0,1187,0
8,17000,10,20,male,Secondary education,Cell phones,0,2,17000,Another,3,1,952,0
3,22000,12,40,male,Higher education,Furniture,1,2,41000,Another,1,1,376,0
1,48000,24,54,female,Higher education,Household appliances,1,0,26000,Another,1,0,127,0
5,23000,12,19,male,Secondary education,Cell phones,0,2,13000,Married,0,1,643,0
8,39000,12,55,female,Secondary special education,Computers,1,2,41000,Another,0,0,951,0
3,73000,24,48,male,Higher education,Cosmetics and beauty services,0,0,93000,Unmarried,0,1,419,0
12,19000,10,24,female,Secondary special education,Household appliances,0,2,31000,Another,0,0,1601,0
6,6000,3,63,male,Secondary special education,Computers,1,2,14000,Unmarried,2,0,760,0
11,14000,10,38,male,Higher education,Jewelry,1,2,31000,Another,1,0,1475,0
9,6000,6,33,male,Secondary special education,Household appliances,1,2,19000,Another,0,0,1154,0
6,31500,18,30,female,Secondary special education,Cell phones,0,2,26000,Another,0,0,767,1
10,14000,6,41,female,Secondary special education,Cell phones,0,1,26000,Another,0,1,1309,0
10,12500,10,43,female,Secondary special education,Cell phones,0,2,21000,Married,2,1,1361,0
10,86000,12,56,male,Higher education,Clothing,1,2,41000,Another,1,1,1307,0
7,57500,18,38,male,Secondary education,Furniture,1,2,36000,Another,1,0,805,0
6,31000,6,30,male,Higher education,Clothing,0,1,37000,Another,1,1,697,0
3,54000,18,55,male,Higher education,Clothing,1,0,12000,Another,1,0,348,0
2,37500,12,22,female,Secondary special education,Household appliances,0,0,26000,Another,0,0,187,0
11,19000,12,30,female,Secondary special education,Computers,1,2,41000,Another,0,1,1446,0
10,11000,6,21,male,Higher education,Computers,0,2,31000,Another,0,0,1372,0
4,31000,12,50,male,Secondary special education,Cell phones,1,0,48000,Another,1,1,475,1
5,9500,12,43,female,Secondary special education,Cell phones,1,0,51000,Another,1,0,642,0
2,31000,16,56,male,Secondary special education,Cell phones,1,2,33000,Another,0,1,191,0
4,9000,6,31,female,Higher education,Computers,0,2,19000,Another,0,0,519,0
6,9000,3,29,male,Secondary special education,Cell phones,1,2,15000,Another,2,0,716,0
9,17000,12,24,male,Higher education,Tourism,0,2,31000,Another,3,1,1227,1
1,31500,6,39,male,Secondary special education,Cell phones,0,0,42000,Married,1,1,129,0
1,25500,12,28,male,Higher education,Computers,0,2,26000,Another,0,0,47,0
11,99500,18,27,female,Higher education,Household appliances,0,2,51000,Another,0,1,1383,1
7,26000,12,68,male,Secondary special education,Medical services,1,2,19000,Another,1,1,814,0
3,16000,6,21,female,Secondary education,Cell phones,0,2,36000,Married,0,0,284,0
11,176000,36,31,male,Secondary education,Clothing,0,2,51000,Another,0,1,1525,0
3,43500,12,53,male,Higher education,Cosmetics and beauty services,0,0,31000,Married,0,1,431,0
3,22500,10,30,male,Incomplete higher education,Furniture,1,2,16000,Married,1,0,416,0
12,292500,6,34,male,Higher education,Furniture,1,0,241000,Another,1,1,1680,0
10,7000,6,37,male,Secondary special education,Sporting goods,1,2,11000,Another,0,1,1366,0
2,13500,6,64,male,Secondary special education,Construction Materials,1,2,13000,Another,1,1,144,0
12,98500,24,30,male,Higher education,Cosmetics and beauty services,0,2,31000,Another,1,1,1560,1
7,15000,6,37,male,Secondary special education,Household appliances,0,2,21000,Another,1,0,831,0
6,13000,10,40,male,Higher education,Tourism,0,2,26000,Married,2,0,759,0
7,11500,12,28,female,PhD degree,Cell phones,1,2,21000,Another,1,0,854,0
6,33000,12,20,male,Secondary special education,Windows & Doors,0,2,36000,Another,1,1,731,0
11,37000,12,50,male,Secondary special education,Furniture,0,2,51000,Another,0,0,1524,0
3,30000,10,39,male,Higher education,Household appliances,0,0,56000,Another,0,1,370,0
5,32000,10,39,female,Secondary special education,Computers,1,0,61000,Another,0,0,641,0
6,157500,18,53,male,Secondary education,Household appliances,0,0,66000,Another,0,0,754,0
